SITE,SITEVISITID,SPCODE,AdColCount,AdColDen,Ave.od,Ave.rd,Ave.size,JuvColDen,BLE,TotDZ,AcuteDZ,ChronicDZ,BLE_prev,TotDZ_prev,AcuteDZ_prev,ChronicDZ_prev,METHOD,MISSIONID,DATE_,ANALYSIS_YEAR,OBS_YEAR,REGION,REGION_NAME,ISLAND,ISLANDCODE,SEC_NAME,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,MIN_DEPTH_M,MAX_DEPTH_M,AREA_HA,NH,Adpres.abs,Juvpres.abs
SWA-00940,51163,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/1/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.067113,-171.082808,5.18134715,5.790917403,118.5523679,474,0,0
SWA-00941,51166,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/1/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.046226,-171.079621,4.266991771,5.486132277,118.5523679,474,0,0
SWA-00944,51142,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/31/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.049065,-171.089872,5.18134715,5.790917403,118.5523679,474,0,0
SWA-00947,51167,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/1/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.053133,-171.064632,7.314843036,9.753124048,41.80811022,167,0,0
SWA-00948,51147,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/31/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.045576,-171.072452,4.876562024,5.486132277,118.5523679,474,0,0
SWA-00949,51126,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/30/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.067315,-171.076643,4.571776897,5.18134715,118.5523679,474,0,0
SWA-00952,51146,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/31/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Shallow,-11.049238,-171.067249,4.876562024,5.790917403,118.5523679,474,0,0
SWA-00961,51122,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/30/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_OPEN,Forereef,Shallow,-11.050937,-171.091706,4.266991771,5.486132277,92.22740392,369,0,0
SWA-00962,51162,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/1/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_OPEN,Forereef,Shallow,-11.055925,-171.091664,5.486132277,5.790917403,92.22740392,369,0,0
SWA-00963,51165,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/1/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.045314,-171.072726,8.838768668,10.66747943,41.80811022,167,0,0
SWA-00964,51120,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/30/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.066912,-171.083491,14.9344712,16.1536117,41.80811022,167,0,0
SWA-00965,51161,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/1/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.047509,-171.087336,12.80097531,13.10576044,41.80811022,167,0,0
SWA-00968,51141,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/31/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.06247,-171.088049,10.05790917,10.66747943,41.80811022,167,0,0
SWA-00975,51125,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/30/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_OPEN,Forereef,Mid,-11.061945,-171.067737,8.533983542,9.448338921,15.6128307,62,0,0
SWA-00977,51164,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/1/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Deep,-11.04716,-171.069025,20.42060347,22.24931423,9.371844797,37,0,0
SWA-00978,51144,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/31/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_OPEN,Forereef,Deep,-11.063137,-171.070439,17.98232246,19.20146297,2.930460683,12,0,0
SWA-00982,51145,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/31/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.054961,-171.063728,11.88661993,13.10576044,41.80811022,167,0,0
SWA-00983,51121,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/30/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.059661,-171.09055,10.66747943,11.58183481,41.80811022,167,0,0
SWA-00986,51124,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/30/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Mid,-11.068268,-171.07874,15.23925632,15.54404145,41.80811022,167,0,0
SWA-00989,51160,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/1/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_SANCTUARY,Forereef,Deep,-11.046284,-171.081534,23.16366961,23.77323987,9.371844797,37,0,0
SWA-00995,51140,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,3/31/2023,2023,2023,SAMOA,American Samoa,Swains,SWA,SWA_OPEN,Forereef,Mid,-11.057687,-171.091441,17.37275221,18.28710759,15.6128307,62,0,0
TAU-00607,8350,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/15/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Deep,-14.210601,-169.42477,18.28710759,20.7253886,179.335,717,0,0
TAU-00618,8501,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/23/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Deep,-14.25398231,-169.4438187,21.03017373,21.63974398,179.335,717,0,0
TAU-00624,8474,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/20/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Deep,-14.212898,-169.467354,19.20146297,20.11581835,179.335,717,0,0
TAU-00625,8537,ICRA,1,0.05,15,0,22,0,0,0,0,0,0,0,0,0,DIVER,HA1501,3/24/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.226333,-169.518639,12.19140506,14.32490094,494.905,1980,1,0
TAU-00626,8455,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/20/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.244185,-169.418777,11.58183481,13.71533069,494.905,1980,0,0
TAU-00627,8502,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/23/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.25003,-169.459127,10.97226455,12.80097531,494.905,1980,0,0
TAU-00632,8352,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/15/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.2173,-169.4176,13.41054557,15.54404145,494.905,1980,0,0
TAU-00637,8476,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/20/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.21393,-169.47638,12.19140506,13.10576044,494.905,1980,0,0
TAU-00654,8477,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/20/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.216158,-169.500079,11.58183481,12.19140506,494.905,1980,0,0
TAU-00668,8456,ICRA,1,0.05,0,0,30,0,0,0,0,0,0,0,0,0,DIVER,HA1501,3/20/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.210894,-169.434278,10.66747943,11.58183481,494.905,1980,1,0
TAU-00676,8458,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/20/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Shallow,-14.215282,-169.483875,5.790917403,6.400487656,119.3825,478,0,0
TAU-00680,8538,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/24/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Shallow,-14.239301,-169.514365,5.18134715,6.400487656,119.3825,478,0,0
TAU-00683,8504,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/23/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.26334331,-169.4760553,12.19140506,13.71533069,494.905,1980,0,0
TAU-00689,8457,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/20/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Shallow,-14.215871,-169.492143,5.18134715,5.790917403,119.3825,478,0,0
TAU-00692,8475,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/20/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Shallow,-14.2106,-169.454036,4.571776897,4.876562024,119.3825,478,0,0
TAU-00694,8351,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/15/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.210131,-169.4513,10.66747943,11.27704968,494.905,1980,0,0
TAU-00722,8536,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/24/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Deep,-14.264312,-169.499606,20.42060347,22.55409936,24.1775,97,0,0
TAU-00723,8520,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/24/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Deep,-14.27369295,-169.4948855,19.5062481,20.7253886,24.1775,97,0,0
TAU-00736,8521,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/24/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Mid,-14.26697452,-169.4972167,12.49619019,15.23925632,71.735,287,0,0
TAU-00738,8503,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/23/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Shallow,-14.27489307,-169.49272,1.857970131,2.136665651,14.335,57,0,0
TAU-00765,8522,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/24/2015,2015,2015,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Shallow,-14.2647596,-169.49849,5.18134715,6.09570253,14.335,57,0,0
TAU-01000,12052,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/12/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Deep,-14.21963,-169.5177,21.63974,21.94453,179.335,717,0,0
TAU-01009,12137,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/16/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Deep,-14.21155,-169.4423,21.94453,23.16367,179.335,717,0,0
TAU-01011,12138,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/16/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Deep,-14.20987,-169.4303,19.20146,20.11582,179.335,717,0,0
TAU-01016,12055,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/12/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Shallow,-14.22437,-169.5197,2.136666,2.136666,119.3825,478,0,0
TAU-01021,12146,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/16/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.25583,-169.42,14.3249,16.4584,494.905,1980,0,0
TAU-01032,12067,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/12/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.2144,-169.4881,10.66748,11.27705,494.905,1980,0,0
TAU-01034,12053,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/12/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.21485,-169.5022,15.54404,15.54404,494.905,1980,0,0
TAU-01036,12145,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/16/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.2487,-169.419,12.19141,14.02012,494.905,1980,0,0
TAU-01056,12029,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/11/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Deep,-14.26508,-169.499,19.50625,20.11582,24.1775,97,0,0
TAU-01062,12140,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/16/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Mid,-14.27548,-169.4922,15.23926,16.15361,71.735,287,0,0
TAU-01065,12030,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/11/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Mid,-14.2634,-169.4999,15.23926,15.84883,71.735,287,0,0
TAU-01071,12031,ICRA,0,0,NA,NA,NA,0.333333333,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/11/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Shallow,-14.26327,-169.499,3.657422,4.266992,14.335,57,0,1
TAU-01074,12147,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/16/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Shallow,-14.26767,-169.4963,5.181347,6.400488,14.335,57,0,0
TAU-01077,12139,ICRA,7,0.933333333,2.142857143,0.142857143,11.85714286,0,0,0,0,0,0,0,0,0,DIVER,HA1801,7/16/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.23464,-169.4189,11.58183,11.88662,494.905,1980,1,0
TAU-01080,12054,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1801,7/12/2018,2018,2018,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.22821,-169.5187,10.97226,14.93447,494.905,1980,0,0
TAU-01279,51265,ICRA,3,0.3,5,0,20.33333333,0,0,0,0,0,0,0,0,0,DIVER,RA2301_LEG3,4/7/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Shallow,-14.264125,-169.498697,4.876562024,5.486132277,14.335,57,1,0
TAU-01286,51187,ICRA,4,0.4,2.25,2,22.5,0,0,0,0,0,0,0,0,0,DIVER,RA2301_LEG3,4/3/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Shallow,-14.211204,-169.450681,4.876562024,7.010057909,119.3825,478,1,0
TAU-01289,51183,ICRA,1,0.1,0,0,10,0,0,0,0,0,0,0,0,0,DIVER,RA2301_LEG3,4/3/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Shallow,-14.216636,-169.497562,5.18134715,5.790917403,119.3825,478,1,0
TAU-01294,51186,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/3/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.211412,-169.434351,8.229198415,8.533983542,494.905,1980,0,0
TAU-01295,51264,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/7/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Mid,-14.26014,-169.500211,9.143553795,13.41054557,71.735,287,0,0
TAU-01296,51261,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/7/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Mid,-14.275308,-169.491361,8.533983542,10.3626943,71.735,287,0,0
TAU-01302,51182,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/3/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.214573,-169.485759,13.10576044,14.02011582,494.905,1980,0,0
TAU-01304,51181,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/3/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.214323,-169.466882,9.448338921,10.66747943,494.905,1980,0,0
TAU-01306,51185,ICRA,27,3.529411765,6,0.333333333,16.22222222,0,0,0,0,0,0,0,0,0,DIVER,RA2301_LEG3,4/3/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Mid,-14.241813,-169.419129,11.88661993,13.71533069,494.905,1980,1,0
TAU-01321,51263,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/7/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Deep,-14.252967,-169.503459,20.42060347,21.03017373,24.1775,97,0,0
TAU-01322,51260,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/7/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Deep,-14.273143,-169.495454,19.81103322,20.7253886,24.1775,97,0,0
TAU-01327,51184,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/3/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Deep,-14.248955,-169.418086,22.85888449,24.38281012,179.335,717,0,0
TAU-01335,51180,ICRA,1,0.142857143,0,0,7,0,0,0,0,0,0,0,0,0,DIVER,RA2301_LEG3,4/3/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_OPEN,Forereef,Deep,-14.210851,-169.445743,19.5062481,20.7253886,179.335,717,1,0
TAU-01341,51262,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,RA2301_LEG3,4/7/2023,2023,2023,SAMOA,American Samoa,Tau,TAU,TAU_SANCTUARY,Forereef,Mid,-14.249653,-169.504868,11.58183481,13.71533069,71.735,287,0,0
TUT-01511,8138,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/27/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Deep,-14.25132098,-170.6513173,19.5062481,23.46845474,372.8,1174,0,0
TUT-01513,8189,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/3/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Deep,-14.24907,-170.583341,20.42060347,21.63974398,372.8,1174,0,0
TUT-01517,8199,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/3/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Deep,-14.255395,-170.625903,19.5062481,21.94452911,372.8,1174,0,0
TUT-01522,8190,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/3/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,-14.255843,-170.60548,11.88661993,14.62968607,425,1094,0,0
TUT-01525,8192,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/3/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,-14.254759,-170.558864,12.19140506,12.80097531,425,1094,0,0
TUT-01526,8140,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/27/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,-14.24650406,-170.5796353,12.19140506,15.23925632,425,1094,0,0
TUT-01535,8139,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,2/27/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,-14.24885896,-170.6713187,10.97226455,14.02011582,425,1094,0,0
TUT-01551,8202,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/3/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,-14.249868,-170.562283,13.41054557,15.54404145,425,1094,0,0
TUT-01561,8191,ICRA,1,0.1,10,0,19,0,0,0,0,0,0,0,0,0,DIVER,HA1501,3/3/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Shallow,-14.247019,-170.567499,5.486132277,6.705272783,272.9,1001,1,0
TUT-01568,8200,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/3/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Shallow,-14.248825,-170.62655,4.266991771,6.705272783,272.9,1001,0,0
TUT-01583,8201,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/3/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Shallow,-14.249659,-170.583157,5.18134715,7.010057909,272.9,1001,0,0
TUT-01585,8155,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/1/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Deep,-14.31243779,-170.8365088,22.55409936,23.77323987,257.7,1031,0,0
TUT-01590,8218,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/4/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Deep,-14.237285,-170.673834,19.81103322,22.85888449,372.8,1174,0,0
TUT-01595,8228,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/4/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Deep,-14.28528,-170.73782,21.03017373,21.94452911,257.7,1031,0,0
TUT-01601,8157,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/1/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Deep,-14.29099378,-170.8018875,18.28710759,21.94452911,257.7,1031,0,0
TUT-01623,8156,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/1/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Mid,-14.30099373,-170.8181388,11.27704968,14.32490094,220.3,881,0,0
TUT-01628,8229,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/4/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Mid,-14.28881,-170.78067,12.19140506,15.84882658,220.3,881,0,0
TUT-01635,8230,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/4/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Shallow,-14.28641,-170.72401,5.18134715,6.400487656,130.4,522,0,0
TUT-01646,8219,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/4/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NE_OPEN,Forereef,Mid,-14.25176,-170.697108,11.88661993,17.37275221,425,1094,0,0
TUT-01652,8158,ICRA,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,DIVER,HA1501,3/1/2015,2015,2015,SAMOA,American Samoa,Tutuila,TUT,TUT_NW_OPEN,Forereef,Shallow,-14.29068214,-170.7894326,4.876562024,6.705272783,130.4,522,0,0
